Volume,Dataset,Modality,Organism,Organ,Tissue / region,Resolution (nm),"Shape (x,y,z)",# Mito
vol1,mito_data_agent_data,FIB-SEM,Human,Cervix (HeLa),HeLa cell interphase,8.0×8.0×40.0,1000×1000×100,2
